arrival_date;arrival_date_calc;cargo_list;master_name;master_role;publication_day;raw_text;ship_flag;ship_name;ship_type;source_file;travel_departure_port
Día 2:;;;;cap.;;De Mobilla, en 2 días, vp. cub. Mobila, capitán;cub.;Mobila;vp.;1903_09_26;Mobilla
Día 7:;;;;;;De Tampa y Cayo Hueso, en 7 horas, vp. a.m.;;a.m.;vp.;1903_09_26;Tampa y Cayo Hueso
Día 9:;;;;;;De Halifax en 9 días vap. norg. Veritas, tone-;norg.;Veritas;vap.;1903_09_28;Halifax
Día 7:;;;;;;De Cárdenas en 7 horas vap. ing. Tresco, tone-;ing.;Tresco;vap.;1903_09_28;Cárdenas
Día 3½:;;;;capi-;;De Galveston en 3½ días vp. norg. Nord, capi-;norg.;Nord;vp.;1903_09_28;Galveston
Día 3½:;;;;;;De Tampico en 3½ días vp. italiano Giuseppe;italiano;Giuseppe;vp.;1903_09_28;Tampico
Día :;;;;;;De Tampico, en 3½ días, vp. amr. Séneca, con;amr.;Séneca;vp.;1903_09_28;Tampico
Día 7:;;;;;;De Filadelfia en 7 días vap. alem. Margaretta,;alem.;Margaretta;vap.;1903_09_28;Filadelfia
Día 4:;;;;;;De Nueva York, en 4 dias, vp. am. Esperanza,;am.;Esperanza;vp.;1903_09_29;Nueva York
Día 7:;;;;;;De Tampa y Cayo Hueso, en 7 horas, vp. am.;am.;;vp.;1903_09_29;Tampa y Cayo Hueso
Día 2:;;;;;;De Nueva Orleans, en 2 dias, vp. am. Louisiana,;am.;Louisiana;vp.;1903_09_29;Nueva Orleans
Día 4:;;;;;;De Veracruz y Progreso, en 4 dias, vp. ameri-;;ameri-;vp.;1903_09_29;Veracruz y Progreso
Día 3:;;;;;;De Veracruz, en 3 dias, vp. esp. Buenos Aires,;esp.;Buenos Aires;vp.;1903_09_30;Veracruz
Día 15:;;;;;;De Caibarien, en 15 horas, vapor noruego Vo-;noruego;Vo-;vapor;1903_09_30;Caibarien
Día 3½:;;;;;;De N. York, en 3½ dias vp. americano México,;americano;México;vp.;1903_09_30;N. York
;;;;;;De Galveston, con 3½ dias vp. ngo. Mescator,;ngo.;Mescator;vp.;1903_09_30;Galveston
Día 1:;;;;cap.;;De Matanzas, en 1 dia, vp. alm. Andes, capitán;;alm. Andes;vp.;1903_10_01;Matanzas
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vp. am. Martíñ-;am.;Martiñ-;vp.;1903_10_01;Cayo Hueso
Día 5:;;;;cp.;;De Nueva York, en 5 dias, vp. cub. Olinda, cp.;cub.;Olinda;vp.;1903_10_02;Nueva York
Día 16:;;;;;;De Bilbao, Santander y Coruña, en 16 días,;;;;1903_10_02;Bilbao, Santander y Coruña
Día 9:;;N/A: ;Bilbao;cp.;;De Cádiz, en 9 horas, vp. esp. Martín Sáenz cp. Bilbao, ton. 3446, con carga de tránsito á Marcos, Hno. y Cp.;esp.;Martín Sáenz;vp.;1903_10_03;Cádiz
Día 3:;;N/A:  | N/A: ;Perling;cap.;;"De Málaga, en 2½ días, vp. cub. Mobila, capitán Perling; ton. 2153, con carga general y ganado á L. V. Placé.";cub.;Mobila;vp.;1903_10_03;Málaga
Día 7:;;N/A:  | N/A:  | N/A: ;Allen;cp.;;De Cayo Hueso, en 7 horas, vp. am. Mascotte, cp. Allen, ton. 884, con carga general, correspondencia y pasajeros á G. Lawton, Childs y Cp.;am.;Mascotte;vp.;1903_10_03;Cayo Hueso
Día 18:;;;;;;De Filadelfia en 18 días, gta. amer. Madalena;amer.;Madalena;gta.;1903_10_04;Filadelfia
Día 2:;;N/A: ;Zachoronce;cp.;;De Caibarién, en 1½ días, vp. alemán Coblenz, cp. Zachoronce, ton. 3169, con carga de tránsito á Schwab y Tillman.;alemán;Coblenz;vp.;1903_10_05;Caibarién
Día 3½:;;N/A:  | N/A: ;Robertson;cp.;;De Nueva York, en 3½ días, vp. am. Havana, cp. Robertson, ton. 5687, con carga general y 66 pasajeros á Zaldo y Cp.;am.;Havana;vp.;1903_10_05;Nueva York
Día 4:;;N/A:  | N/A: ;O'Keefe;cap.;;De Tampico en 3½ días, vp. am. Niágara, capitán O'Keefe, ton. 2265, con carga y ganado á Zaldo y Cp.;am.;Niágara;vp.;1903_10_05;Tampico
Día 2:;;N/A:  | N/A: ;Hopner;cp.;;De Nueva Orleans, en 2 días, vp. am. Louisiana, cp. Hopner, ton. 2842, con carga general y pasajeros á Ga.ban y Cp.;am.;Louisiana;vp.;1903_10_06;Nueva Orleans
Día 6½:;;N/A:  | N/A: ;2571;tod.;;De Filadelfia, en 6½ días, vp. ing. Myrtledene Inle, tod. 2571, con carbón á Luis V. Plac.;ing.;Myrtledene Inle;vp.;1903_10_06;Filadelfia
Día 7:;;N/A:  | N/A:  | N/A: ;Alleu;op.;;De Tampa y C. Hueso, en 7 horas vp. americano Mascotte, op. Alleu, tnd.s 834, con carga, correspondencia y 51 pasajeros, á G. Lawton, Childs y Comp.;americano;Mascotte;vp.;1903_10_07;Tampa y C. Hueso
Día 3½:;;N/A:  | N/A: ;4702;tnd.s;;De Veracruz y Progreso en 3½ días, vapor americano Monterrey, tnd.s 4702, con carga y pasajeros, á Zaldo y Comp.;americano;Monterrey;vapor;1903_10_07;Veracruz y Progreso
Día 15:;;;;;;De Bremen y escalas en 15 días vap. alem. Ro-;alem.;Ro-;vap.;1903_10_08;Bremen
Día 3½:;;;;;;De N. York, en 3½ dias v.p. americano Morro;americano;Morro;v.p.;1903_10_08;N. York
Día 15:;;N/A:  | N/A: ;Randerman;cap.;;De Bremen y escalas en 15 días vap. alem. Roland, cap. Randerman, tons 3603, con carga á S. y Tillman.;alem.;Roland;vap.;1903_10_08;Bremen
Día 56:;;;;;;De Trieste y escalas, en 56 dias up. austríaco;austríaco;;up.;1903_10_10;Trieste
Día 7:;;;;cap.;;De Paseagoula, en 7 dias gta. amer. Olga, cap.;amer.;Olga;gta.;1903_10_10;Paseagoula
Día 7:;;;;;;De C. Hueso, en 7 dias vap. americano Mas-;americano;Mas-;vap.;1903_10_10;C. Hueso
Día 26:;;;;;;De Brémen y escalas en 26 dias vap. alemán;alemán;;vap.;1903_10_11;Brémen
Día 4:;;;;cap.;;De Mobila, en 4 dias, gol. am. M. A. Aohon,;am.;M. A. Aohon;gol.;1903_10_13;Mobila
Día 4:;;;;cap.;;De Mobila, en 4 días, gol. am. M. A. Aohon,;am.;M. A. Aohon;gol.;1903_10_13;Mobila
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vp. am. Olivette,;am.;Olivette;vp.;1903_10_13;Cayo Hueso
Día :;;;;;;De Veracruz y escalas, en 3½ dias, vp. am. Es-;am.;;vp.;1903_10_13;Veracruz
Día :;;;;;;De Veracruz y escalas, en 8½ días, vp. am. Es-;am.;;vp.;1903_10_13;Veracruz
Día 4:;;N/A: ;Stevens;cp.;;De Nueva York, en 3½ días, vp. am. México, cp. Stevens, ton. 5667, con carga general á Zaldo y Cp.;am.;México;vp.;1903_10_14;Nueva York
Día 4:;;N/A: ;Stevens;cp.;;De Nueva York, en 3½ dias, vp. am. México, cp. Stevens, ton. 5667, con carga general á Zaldo y Cp.;am.;México;vp.;1903_10_14;Nueva York
Día 4:;;N/A: ;Jacobsen;cap.;;De Galveston, en 4 días, vp. ngo. Nord, capitán Jacobsen, ton. 1160, con ganado á Ig-;;ngo. Nord;vp.;1903_10_14;Galveston
Día 4:;;;;cap.;;De Galveston. en 4 dias, vp. ngo. Nord, capi-;ngo.;Nord;vp.;1903_10_14;Galveston
Día 7:;;;;;;De Filadelfia, en 7 dias, vp. ing. Thornley, to-;ing.;Thornley;vp.;1903_10_14;Filadelfia
Día 7:;;N/A: ;;;;De Filadelfia, en 7 días, vp. ing. Thornley, toneladas 2847, con carbón mineral á Luis V.;ing.;Thornley;vp.;1903_10_14;Filadelfia
Día 4:;;;;;;De Tampa: en 4 dias, gol. am. Daisy Farlin,;am.;Daisy Farlin;gol.;1903_10_15;Tampa
Día 4:;;;;;;De Tampa, en 4 dias, gol. am. Daisy Farlin,;am.;Daisy Farlin;gol.;1903_10_15;Tampa
Día 2:;;N/A: ;Perdigeon;cp.;;De Veracruz: en 2 dias, vp. francés La Navarra, cp. Perdigeon, ton. 6959, con carga general á Bridat, Montros y Cp.;francés;La Navarra;vp.;1903_10_15;Veracruz
Día 2:;;N/A: ;Perdigeon;cp.;;De Veracruz, en 2 dias, vp. francés La Navarre, cp. Perdigeon, ton. 6959, con carga general á Bridat, Montros y Cp.;francés;La Navarre;vp.;1903_10_15;Veracruz
Día 7:;;N/A:  | N/A: ;Dillón;cp.;;De Cayo Hueso: en 7 horas, vp. am. Martini- que, cp. Dillón, ton. 903, con carga general y 22 pasajeros á G. Lawton, Childs y Cp.;am.;Martini- que;vp.;1903_10_15;Cayo Hueso
Día 7:;;N/A:  | N/A: ;Dillón;cp.;;De Cayo Hueso, en 7 horas, vp. am. Martíñique, cp. Dillón, ton. 999, con carga general y 22 pasajeros á G. Lawton, Childs y Cp.;am.;Martiñique;vp.;1903_10_15;Cayo Hueso
Día 19:;;N/A:  | N/A: ;Riesch;cp.;;De Hamburg y escala: en 19 dias, vp. aleman Prinz August Wilhelm, cp. Riesch, ton. 4733, con carga y 772 pasajeros á Enrique Heilbut.;aleman;Prinz August Wilhelm;vp.;1903_10_15;Hamburg
Día 19:;;N/A:  | N/A: ;Riesch;ep.;;De Hamburgo y escala, en 19 dias, vp. aleman Prinz August Wilhelm, ep. Riesch, ton. 4733, con carga y 772 pasajeros á Enríque Helbut.;aleman;Prinz August Wilhelm;vp.;1903_10_15;Hamburgo
Día 7:;;N/A: ;Joharmesson;cp.;;De Halifax en 7 días, vp. ngo. Katie, cp. Joharmesson, ton. 1099, con carga general á L. V. Placé.;;Katie;vp.;1903_10_16;Halifax
;;N/A:  | N/A: ;Hansen;cp.;;De Cayo Hueso, vp. am. Roanoke, cp. Hansen ton. 546, con ganado á Lykes y Hno.;am.;Roanoke;vp.;1903_10_16;Cayo Hueso
Día 23:;;N/A: ;Knight;cap.;;De Liverpool, en 23 días, vp. ing. Lugano, capitán Knight, ton. 8788, con carga general á H. Astorqui.;ing.;Lugano;vp.;1903_10_16;Liverpool
Día 2½:;;;;cap.;;De Mobila, en 2½ días, vp. cub. Mobila, capi-;cub.;Mobila;vp.;1903_10_18;Mobila
Día 6½:;;;;capi-;;De Guanta, en 6½ días, vp. ngo. Albis, capi-;;ngo. Albis;vp.;1903_10_18;Guanta
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vp. am. Olivette,;am.;Olivette;vp.;1903_10_18;Cayo Hueso
;;;;;;De Barcelona y escalas, via New York, vapor;;;vapor;1903_10_20;Barcelona
Día 4:;;;;;;De Nueva York, en 4 dias, vp. am. Monterey,;am.;Monterey;vp.;1903_10_20;Nueva York
Día 42:;;N/A:  | N/A: ;Jaureguizar;cp.;;De Génova y escalas, en 42 días, vp. esp. Catalina, cp. Jaureguizar, ton. 4795, con carga y 36 pasajeros á Marcos y Hno.;esp.;Catalina;vp.;1903_10_20;Génova
Día 4:;;;;;;De Veracruz, en 4 dias, vp. esp. Alfonso XII,;esp.;Alfonso XII;vp.;1903_10_20;Veracruz
Día 7:;;N/A:  | N/A: ;Turner;cp.;;De Cayo Hueso, en 7 horas, vp. am. Olivette, cp. Turner, ton. 1678, con carga general y 62 pasajeros á G. Lawton, Childs y Cp.;am.;Olivette;vp.;1903_10_20;Cayo Hueso
Día 2:;;;;;;De Nueva Orleans, en 2 dias, vp. am. Louisia,;am.;Louisia;vp.;1903_10_20;Nueva Orleans
Día 35:;;N/A: ;Farrell;cp.;;De Londres y Amberes, en 35 días vp. inglés Cayo Bonito, cp. Farrell, tnd.s. 3427 con gral. á Dursay y Gehler.;inglés;Cayo Bonito;vp.;1903_10_21;Londres y Amberes
Día 20:;;N/A: ;Lunnisag;cp.;;De Havre, en 20 días vp. alem. Cheruskia, cp. Lunnisag, tnd.s. 3254, con carga general á E. Heilbut.;alem.;Cheruskia;vp.;1903_10_21;Havre
Día 5:;;N/A: ;Byrnes;cp.;;De Mobila, en 5 días bergantín inglés Peerles, cp. Byrnes, tnd.s. 317, con madera á A. J. Mendosa.;inglés;Peerles;bergantín;1903_10_21;Mobila
Día 4:;;;;;;De Nueva York, en 3½ dias, vp. am. Morro;am.;Morro;vp.;1903_10_22;Nueva York
Día 7:;;;;;;De Veracruz, en 7 dias, vp. am. Ha-;am.;;vp.;1903_10_22;Veracruz
Día 7:;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Dillón;cp.;;De Miami y Cayo Hueso, en 7 horas, vap. americano Martínique, cp. Dillón, toneladas 996, con correspondencia y 9 pasajeros & G. Lawton, Childs y Ca.;americano;Martínique;vap.;1903_10_22;Miami y Cayo Hueso
Día 5:;;;;;;De Pasacoula, en 5 dias, gol. am. Oscar G.;am.;Oscar G.;gol.;1903_10_22;Pasacoula
Día 14:;;N/A: ;Happe;cp.;;De Nuevitas, en 14 horas, vapor cubano Curytiba, cp. Happe, tnd. 2362 con carga de tránsito, á L. V. Placé.;cubano;Curytiba;vapor;1903_10_22;Nuevitas
Día 14:;;;;;;De Filadelfia, en 14 dias, bea. am. Mary A. La,;am.;Mary A. La;bea.;1903_10_22;Filadelfia
Día 16:;;;;;;De Sagua, en 16 horas, vp. ngo. Myr. Myrtle-;ngo.;Myr. Myrtle;vp.;1903_10_22;Sagua
Día 7:;;;;cp.;;De Nueva York, en 7 dias, vp. cub. Olinda, cp.;cub.;Olinda;vp.;1903_10_23;Nueva York
Día 7:;;;;cap.;;De Tampico, en 7 dias, vp. ngo. Jason, capitán;;Jason;vp.;1903_10_23;Tampico
Día 7:;;;;;;De Cayo Hueso en 7 horas vp. americano Oli-;americano;Oli-;vp.;1903_10_24;Cayo Hueso
Día 17:;;N/A: ;Felleria;cap.;;De Liverpool y escalas, en 17 dias, vapor español Madrileño, cap. Felleria, tnd.s. 2990,;español;Madrileño;vapor;1903_10_24;Liverpool
Día 4:;;;itan;cap.;;De Galveston, en 4 días, vp. ngo. Nord, capitan;;ngo. Nord;vp.;1903_10_24;Galveston
Día 2:;;;;ca-;;De Mobila, en 2 dias, vap. cubano Mobila, ca-;cubano;Mobila;vap.;1903_10_24;Mobila
Día 30:;;;;;;De Yarmouth, en 30 dias, bg. inglés Empress;ing.;Empress;bg.;1903_10_24;Yarmouth
Día 7:;;;;;;De Filadelfia en 7 días vap. danés Garraira,;danés;Garraira;vap.;1903_10_26;Filadelfia
Día 35:;;;;;;De Falmouth (N. B.) en 35 días berg. portu-;;;berg.;1903_10_26;Falmouth (N. B.)
Día 7:;;;;cap.;;De Mobila en 7 días gol. am. Clara A. Phinney,;am.;Clara A. Phinney;gol.;1903_10_26;Mobila
Día 3½:;;;;;;De Nueva York, en 3½ días, vp. am. Espe-;am.;Espe-;vp.;1903_10_26;Nueva York
Día 7:;;;;;;De Mobila y Panzacole en 7 días vap. noruego;noruego;;vap.;1903_10_26;Mobila y Panzacole
Día 22:;;;Ara;cap.;;De Liverpool, en 22 dias, vp. esp. Ida,cp. Ara-;esp.;Ida;vp.;1903_10_27;Liverpool
Día 7:;;;;;;De Cayo Hueso en 7 horas vap. amr. Olivette;amr.;Olivette;vap.;1903_10_27;Cayo Hueso
Día 2:;;;;;;De Nueva Orleans, en 2 dias, vp. am. Louisiana;am.;Louisiana;vp.;1903_10_27;Nueva Orleans
Día 7:;;;;;;De Port Tampa en 7 días lanchón am. Hindoo,;am.;Hindoo;lanchón;1903_10_27;Port Tampa
Día 2:;;;;;;De Nuevitas en 2 días vapor cubano Cubana,;cubano;Cubana;vapor;1903_10_27;Nuevitas
Día 4:;;;capi;cap.;;De Tampico, en 4 días, vp. am. Séneca, capi;am.;Séneca;vp.;1903_10_27;Tampico
Día 2:;;;;;;De Cayo Hueso, en 2 días, gol. am. Mount;am.;Mount;gol.;1903_10_27;Cayo Hueso
Día 3½:;;;;;;De Nueva York, en 3½ días, vp. amr. México,;amr.;México;vp.;1903_10_28;Nueva York
Día 3:;;;;;;De Mobila, en 3 días, gol. am. Vila y Herma-;am.;Vila y Herma;gol.;1903_10_28;Mobila
Día 4½:;;;;;;De Tampico, en 4½ días, vp. ngo. Mercator,;ngo.;Mercator;vp.;1903_10_29;Tampico
Día 6:;;;;;;De Veracruz y Progreso, en 6 días, vp. ameri-;;ameri-;vp.;1903_10_29;Veracruz y Progreso
Día 35:;;;;;;De Hamburgo y escalas, en 35 días, vp. ale-;;;vp.;1903_10_29;Hamburgo
Día :;;;;;;De Barcelona y escalas, en 29½ dias, vp. espa-;espa-;;vp.;1903_10_30;Barcelona
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vp. am. Martini-;am.;Martini;vp.;1903_10_30;Cayo Hueso
Día 1:;;;;;;De Matanzas, en 1 día, berg. am. Hittie G. Di-;am.;Hittie G.;berg.;1903_10_30;Matanzas
Día 3:;;;;;;De Veracruz, en 3 días, vp. esp. Manuel;esp.;Manuel;vp.;1903_10_30;Veracruz
Día 5:;;N/A: ;Lorenzen;cp.;;De Tampico en 5 dias vap. norg. Uto, cp. Lorenzen, tons. 1373, con ganado, a Carlos Reina.;norg.;Uto;vap.;1903_10_31;Tampico
Día 8:;;;;cp.;;De Halifax en 8 dias, vp ing. Atheniana, cp.;ing.;Atheniana;vp;1903_11_01;Halifax
Día 2½:;;;;cp.;;De Mobila en 2½ dias, vp cub. Mobila, cp.;cub.;Mobila;vp;1903_11_01;Mobila
;;;Furner;cp.;;De C. Hueso, vp amer. Olivette, cp. Furner,;amer.;Olivette;vp;1903_11_01;C. Hueso
Día 6:;;;Sprendsen;cp.;;De Norfolk, en 6 vp, ngo. Horda, cp. Sprendsen;;Horda;vp;1903_11_01;Norfolk
Día 8:;;;;;;De Veracruz, en 8 dias, vp. alm. Prinz Wilhelm;;alm. Prinz Wilhelm;vp.;1903_11_01;Veracruz
Día 3½:;;;;;;De Galveston, en 3½ días, vp. ngo. Nord, ca-;;ngo. Nord;vp.;1903_11_04;Galveston
Día 1½:;;;;;;De Nuevitas, en 1½ días, vp. cub. Olinda, ca-;cub.;Olinda;vp.;1903_11_04;Nuevitas
Día 3½:;;;;;;De Nueva York, en 3½ días, vp. am. Morro;am.;Morro;vp.;1903_11_04;Nueva York
Día 20:;;;;;;De Liverpool, en 20 días, vp. ing. Teodoro de;ing.;Teodoro de;vp.;1903_11_04;Liverpool
Día 14:;;N/A:  | N/A: ;Brown;cap.;;De Amapolis en 14 días, gol. ing. Adonis, capitán Brown, ton. 368, con papas y madera á la orden.;ing.;Adonis;gol.;1903_11_05;Amapolis
Día 3:;;;;cap.;;De Tampico, en 3 días, vp. am. Niágara, capi-;am.;Niágara;vp.;1903_11_06;Tampico
Día 12:;;;;;;De Wesynonth (N. E.) en 12 dias, gol. inglesa;inglesa;;gol.;1903_11_06;Wesynonth (N. E.)
Día 15:;;;;;;De Sainzare y escalas, en 15 días, vapor;;;vapor;1903_11_06;Sainzare
Día 63:;;;;;;De Barcelona y escalas, en 63 dias, corbeta;;;corbeta;1903_11_06;Barcelona
Día 4½:;;;;cap.;;De Tampico, en 4½ días, vp. ngo. Uly, capi-;;ngo. Uly;vp.;1903_11_06;Tampico
Día 5:;;;;;;De Nueva York, en 4½ días, vp. cub. Curityba;cub.;Curityba;vp.;1903_11_06;Nueva York
Día 2:;;;;cap.;;De Mobila, en 2 dias, vp. cub. Mobila, capitán;cub.;Mobila;vp.;1903_11_08;Mobila
Día 7:;;;;;;De Tampa y Cayo Hueso, en 7 horas, vp. am.;am.;;vp.;1903_11_08;Tampa y Cayo Hueso
Día 4:;;;;ca-;;De Tampico, en 4 dias, vp. ngo. Mercator, ca-;;Mercator;vp.;1903_11_08;Tampico
Día 75:;;;;;;De Liverpool, en 75 dias, beca. italiana Inocen-;italiana;Inocen-;beca;1903_11_08;Liverpool
Día 16:;;;;cap.;;De Halifax, en 16 dias, vp. ngo. Veritas, capi-;;ngo. Veritas;vp.;1903_11_08;Halifax
Día 5:;;;;;;De Cartagena, en 5 días, vp. ing. Yucatan, to-;ing.;Yucatan;vp.;1903_11_08;Cartagena
Día 6:;;;;cap.;;De Guanta, en 6 dias, vp. cubano Palomo, Pa-;cubano;Palomo;vp.;1903_11_09;Guanta
Día 3:;;;;cap.;;De Tampico, en 3 dias, vp. am. Saratoga, capi-;am.;Saratoga;vp.;1903_11_09;Tampico
Día 3½:;;;;;;De Veracruz, en 3½ dias, vp. am. Esperanza,;am.;Esperanza;vp.;1903_11_09;Veracruz
Día 4:;;;;;;De Nueva York, en 4 días, vp. am. Vigilancia,;am.;Vigilancia;vp.;1903_11_10;Nueva York
Día 2:;;;;;;De Nueva Orleans, en 2 días, vp. am. Louisiana;am.;Louisiana;vp.;1903_11_10;Nueva Orleans
Día 25:;;;;;;De Bremen y esc., en 25 días, vp. alm. Main z.;;alm. Main z.;vp.;1903_11_10;Bremen
Día 12:;;;;;;De Cayo Hueso, en 12 horas, gol. am. Mount,;am.;Mount;gol.;1903_11_10;Cayo Hueso
Día 7:;;;;;;De Tampa y Cayo Hueso, en 7 días, vap. am.;am.;;vap.;1903_11_10;Tampa y Cayo Hueso
Día 1:;;;;;;De Caibaríes, en 1 día, vp. alm. Helvetia, to-;;alm. Helvetia;vp.;1903_11_10;Caibaríes
Día 8:;;;;;;De Mobila, en 8 días, gol. am. Emma J. Cou-;am.;Emma J. Cou-;gol.;1903_11_10;Mobila
Día 5:;;;;;;De Pto. Cabello, en 5 días vp. cubano Cubana,;cubano;Cubana;vp.;1903_11_11;Pto. Cabello
Día 8:;;;;;;De Gulfport, en 8 dias bca. uruguaya Marfa,;uruguaya;Marfa;bca.;1903_11_11;Gulfport
Día 16:;;;;;;De Calibarién, en 16 horas, vp. aim. Roland,;aim.;Roland;vp.;1903_11_11;Calibarién
Día 3½:;;;;;;De N. York, en 3½ días vp. americano México;americano;México;vp.;1903_11_11;N. York
Día 2:;;;;;;De Progreso, en 2 días vp. comp. ngo. Bergen, ca-;;Bergen;vp.;1903_11_11;Progreso
Día 7:;;;;;;De Brunswick, en 7 días bg. americado Bonny;americano;Bonny;bg.;1903_11_11;Brunswick
Día 6:;;;;;;De New York, en 6 dias vap. cubano Santiago;cubano;Santiago;vap.;1903_11_13;New York
Día 7:;;;;;;De Miami y Cayo Hueso en 7 horas vp. ameri-;ameri-;;vp.;1903_11_13;Miami y Cayo Hueso
Día 18:;;;;;;De Hamburgo y escalas en 18 dias vap. alemán;alemán;;vap.;1903_11_14;Hamburgo
Día 31:;;;;cap.;;De Rosario en 31 días vap. esp. Barotse, capi-;esp.;Barotse;vap.;1903_11_15;Rosario
Día 7:;;;;;;De Cayo Hueso en 7 horas vap. americano Oli-;americano;Oli-;vap.;1903_11_15;Cayo Hueso
Día 2:;;;;;;De Mobila en 2 días vap. cubano Mobila,;cubano;Mobila;vap.;1903_11_15;Mobila
Día 4:;;;;;;De Mobila en 4 días, lanchón cubano Número;cubano;Número;lanchón;1903_11_15;Mobila
Día 2½:;;;;;;De Nueva Orleans en 2½ días vapor de guerra;;de guerra;vapor;1903_11_16;Nueva Orleans
Día 2½:;;;;;;De Veracruz en 2½ días vap. franc. La Nor-;franc.;La Nor-;vap.;1903_11_16;Veracruz
Día —:;;;;cap.;;De Trieste en — días vap. aust. Jenney, capi-;aust.;Jenney;vap.;1903_11_16;Trieste
Día 4:;;;capitán;cap.;;De Tampico en 4 días vp. nog. Jason, capitán;;Jason;vp.;1903_11_16;Tampico
;;;;;;De Veracruz y escalas en 3½ días vap. ameri-;;ameri-;vap.;1903_11_16;Veracruz
Día 7:;null;N/A:  | N/A: ;Turner;cp.;01-01-1878;De Tampa y Cayo Hueso en 7 horas vap. americano Olivette, cp. Turner, tons. 1878, con carga correspondencia y 50 pasajeros, á Lawton Childs y Cp.;americano;Olivette;vap.;1903_11_17;Tampa y Cayo Hueso
Día 7:;;N/A:  | N/A:  | N/A: ;Turner;cp.;;De Tampa y Cayo Hueso en 7 horas vap. americano Olivette, cp. Turner, tons. 1878, con carga, correspondencia y 50 pasajeros, 4;americano;Olivette;vap.;1903_11_17;Tampa y Cayo Hueso
Día 18:;;N/A: ;Deving;cp.;;De Mobila y escalas en 18 días vap. nog. Iris, cp. Deving, tons. 1383, con carga general, á L. V. Placé.;nog.;Iris;vap.;1903_11_17;Mobila
Día 18:;;;;;;De Mobila y escalas en 18 días vap. nog. Iris,;nog.;Iris;vap.;1903_11_17;Mobila
Día 1:;;;;;;De Nuevitas, en 27 horas, vp. am. Curityba,;am.;Curityba;vp.;1903_11_18;Nuevitas
Día 4:;;;;;;De Nueva York, en 3½ días, vp. am. Morro;am.;Morro;vp.;1903_11_18;Nueva York
Día 6:;;;;cap.;;"De Norfolk; en 6 dias, vp. ing. Carisbrok, ca-";ing.;Carisbrok;vp.;1903_11_19;Norfolk
Día 2½:;;;;;;De Veracruz, en 2½ días, vp. esp. Alfonso XIII;esp.;Alfonso XIII;vp.;1903_11_19;Veracruz
Día 93:;;;;;;De Maricella y Baracoa, en 93 dias, bc. italiana;italiana;;bc.;1903_11_19;Maricella y Baracoa
Día 7:;;;;;;De Miami y Cayo Hueso, en 7 horas, vp. ame-;;;vp.;1903_11_19;Miami y Cayo Hueso
Día 18:;;;;cap.;;De Liverpool, en 18 días, vp. esp. Gracia, capi-;esp.;Gracia;vp.;1903_11_19;Liverpool
Día 14:;;;;;;De Cayo Hueso, en 14 horas, gol. Clara L.;;Clara L.;gol.;1903_11_19;Cayo Hueso
Día 5½:;;;capi-;cap.;;De Cartagena, en 5½ días, vp. ngo. Frí, capi-;;ngo. Frí;vp.;1903_11_19;Cartagena
Día 2½:;;;;ca-;;De Hamburgo, en 2½ días, vp. alm. Erna, ca-;;Erna;vp.;1903_11_19;Hamburgo
Día 5½:;;;;;;De Guanta en 5½ dias, vp. ital. Giuseppe Cor-;ital.;Giuseppe Cor-;vp.;1903_11_20;Guanta
Día 9:;;N/A:  | N/A: ;Petersen;cap.;;De Saine Pass, en 9 días, vp. am. Higgins, capitán Petersen, ton. 119, en lastre, trayendo 4 remolque el lanchón Gushem, con petróleo a S. A. L. & Power Co.;am.;Higgins;vp.;1903_11_20;Saine Pass
Día 6:;;;;;;De Nueva York en 6 dias vap. cubano Olinda,;cubano;Olinda;vap.;1903_11_20;Nueva York
;;N/A: ;Crisloffien;cap.;;cap. Crisloffien, tons. 431, con ganado á Car-;;;;1903_11_20;
Día 23:;;N/A: ;Hacksha;cp.;;De Cardiff, en 23 días, vp. holandés Dordrecht, cp. cp. Hacksha, ton. 2151, con carbón a Dirube y Varela.;holandés;Dordrecht;vp.;1903_11_20;Cardiff
Día 9:;;;;;;De Norfolk, en 9 días, gol. amer. J. C. Stran-;amer.;J. C. Stran-;gol.;1903_11_21;Norfolk
Día 7:;;N/A:  | N/A:  | N/A: ;Turner;cp.;;De Cayo Hueso, en 7 horas, vap. americano Olivette, cp. Turner, tnd.s. 1678, con carga, correspondientes y pasajeros.;americano;Olivette;vap.;1903_11_21;Cayo Hueso
Día 6½:;;;;;;De Filadelfia en 6½ días, vp. norg. Nordkap,;norg.;Nordkap;vp.;1903_11_21;Filadelfia
Día 6:;;;;;;De Norfolk en 6 días vap. ing. Tresco, tonelada-;ing.;Tresco;vap.;1903_11_21;Norfolk
Día 5:;;N/A:  | N/A: ;Arans;cap.;;De Cienfuegos, en 5 días, vap. español Ida, cap. Arans, tond.s. 3127, con carga de transito, & J. Balcells & Com.;español;Ida;vap.;1903_11_21;Cienfuegos
Día 28:;;N/A: ;Campstz;cap.;;De Hamburgo y escalas, en 28 días, vapor alemae Westphalia, cap. Campstz, toneladas 3095, con carga general á E. Heilbut.;alemae;Westphalia;vapor;1903_11_23;Hamburgo
